,caption,commentsCount,dimensionsHeight,dimensionsWidth,hashtags/0,hashtags/1,hashtags/2,hashtags/3,hashtags/4,hashtags/5,likesCount,productType,timestamp,type,hashtags/6,hashtags/7,hashtags/8,hashtags/9,hashtags/10,day_of_week,hour_of_day,month_of_year,season,popularity_index
1889,"♡₊˚ ・₊✧

•Drama – Lovely runner, my demon, queen of tears
•Song – Perfect 

#lovelyrunner #mydemon #queenoftears #drama #kdrama #edits #kdramaedit #mydemonedit #lovelyrunneredit #queenoftearsedit #weddingphotography #wedding #weddingscenes #perfect #perfectsong #capcut #capcutedit #netflix #netmirror #youtube #iphone",0,1936,1088,lovelyrunner,mydemon,queenoftears,drama,kdrama,edits,5.0,clips,2024-12-31 02:32:13,Video,kdramaedit,mydemonedit,lovelyrunneredit,queenoftearsedit,weddingphotography,Tuesday,2,12,Winter,3.5
1890,Go to poses and prompts for couples shoots!,3,1920,1080,none,none,none,none,none,none,130.0,clips,2022-09-07 08:47:19,Video,none,none,none,none,none,Wednesday,8,9,Summer,91.9
1891,"Blue hour is the time of day when the sun has just set, when the sky overhead takes on a deep blue color, and when the landscape is suffused with bluish light. It’s a beautiful time for photos and just an all around beautiful time to enjoy being with your love. 

.
.
.

#bluehourphotography #bluehour #lagunabeachphotographer #californiaengagementphotographer #beachengagementphotos",15,1920,1080,bluehourphotography,bluehour,lagunabeachphotographer,californiaengagementphotographer,beachengagementphotos,none,1550.0,clips,2022-08-24 19:37:43,Video,none,none,none,none,none,Wednesday,19,8,Summer,1089.5
1892,Crazy in Love @shelbjaneee #engagementphotos #portraitphotography #pointdune #beachengagementphotos #engagement #coupleportraits #locationphotography @perl.photography,1,1920,1080,engagementphotos,portraitphotography,pointdune,beachengagementphotos,engagement,coupleportraits,14.0,clips,2024-08-20 05:28:09,Video,locationphotography,none,none,none,none,Tuesday,5,8,Summer,10.1
1893,"Still can’t stop looking at these engagement photos!  
PC: @scottdrexler 
•
•
•
#engaged #engagementphotos #familyphotography #luckywelivehawaii #mauinokaoi #mauisunset #beachengagement #beachengagementphotos #goldenretriever",3,1280,720,engaged,engagementphotos,familyphotography,luckywelivehawaii,mauinokaoi,mauisunset,111.0,clips,2022-05-18 06:12:16,Video,beachengagement,beachengagementphotos,goldenretriever,none,none,Wednesday,6,5,Spring,78.6
1894,"This is what happiness looks like. 

Life is so good.  

She said yes!!! 

#engagement #engagementring #hawaiiproposal #beachengagement #beachengagementphotos",14,1920,1080,engagement,engagementring,hawaiiproposal,beachengagement,beachengagementphotos,none,35.0,clips,2024-07-11 04:03:51,Video,none,none,none,none,none,Thursday,4,7,Summer,28.7
1895,Such a refreshing sunrise engagement session with Brittany and Ka’Sette!,19,612,612,none,none,none,none,none,none,1176.0,carousel_container,2019-01-31 17:17:15,Sidecar,none,none,none,none,none,Thursday,17,1,Winter,828.9
1896,"Been a few months since I posted, hopefully I’ll be better this year lol. Here’s some photos from an engagement session this past summer! I have so many photos from the last six months that I’m excited to share! :) 

.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#sanfranciscoengagementphotographer #beachengagementphotos #annigrahampresets #sfcouplesphotographer #couplephotoshoot #sanfranciscoengagementphotos #santacruzelopementphotographer #sanfranciscophotography #sanfranciscoelopement #sanjoseelopementphotographer #sanfranciscoengagementsession #bigsurelopementphotographer #sanfranciscocouplesphotographer #sfengagementphotos #sfelopementphotographer #californiaelopementphotographer #sanfranciscoelopementphotographer #anniversaryphotoshoot #californiacouplesphotographer #sfelopement #bayareaelopementphotographer #couplephotography  #bayareaphotographer #pacificaengagementphotographer #pacificaelopementphotographer #pacificaengagement #sanfranciscoengagement #unscriptedposingapp #engagementphotos #sanfranciscoengagementphotography",34,612,612,sanfranciscoengagementphotographer,beachengagementphotos,annigrahampresets,sfcouplesphotographer,couplephotoshoot,sanfranciscoengagementphotos,269.0,carousel_container,2025-01-07 20:11:54,Sidecar,santacruzelopementphotographer,sanfranciscophotography,sanfranciscoelopement,sanjoseelopementphotographer,sanfranciscoengagementsession,Tuesday,20,1,Winter,198.49999999999997
1897,"All in the details 

•••

#newjerseyweddingphotography #weddingphotographer #weddingphotography #weddingday #couplesphotography #newjerseywedding #newjerseyweddingphotographer #southjerseywedding #wedding #engagementphotos #engagementphotography #photographer #canonphotography #beachproposal #beachengagement #beachengagementphotos #beachengagementsession #phillywedding #phillyweddingphotographer #pawedding #paweddingphotographer #phillybride #phillybridetobe #phillybrideguide #bride #bridetobe #brideandgroom #newbridetobe #phillyweddings #unscripted",2,612,612,newjerseyweddingphotography,weddingphotographer,weddingphotography,weddingday,couplesphotography,newjerseywedding,74.0,carousel_container,2025-01-05 13:51:35,Sidecar,newjerseyweddingphotographer,southjerseywedding,wedding,engagementphotos,engagementphotography,Sunday,13,1,Winter,52.4
1898,"There’s something very special about a winters sunset ❤️

#michellelanaphotography #newlandsclubwed #crescentbeachengagementsession #fraservalleyphotographer #fraservalleyweddingphotographer #beachengagementphotos #shesaidyes",0,612,612,michellelanaphotography,newlandsclubwed,crescentbeachengagementsession,fraservalleyphotographer,fraservalleyweddingphotographer,beachengagementphotos,8.0,carousel_container,2025-01-10 21:31:55,Sidecar,shesaidyes,none,none,none,none,Friday,21,1,Winter,5.6
1899,"Catch me in the altar  
•
•
•
These two are getting married today! Congratulations  
•
•
•
•
#houstonphotographer #houstonphotographers #beachengagementphotos",3,612,612,houstonphotographer,houstonphotographers,beachengagementphotos,none,none,none,20.0,carousel_container,2025-01-10 20:05:06,Sidecar,none,none,none,none,none,Friday,20,1,Winter,14.9
1900,"Beachy engagement photo shoot inspo☀️

Click the link in the bio to shop these looks and more!

#engagementphotos #engagementshoot #beachengagementphotos",0,612,612,engagementphotos,engagementshoot,beachengagementphotos,none,none,none,4.0,carousel_container,2025-01-03 17:03:39,Sidecar,none,none,none,none,none,Friday,17,1,Winter,2.8
1902,"Blue hour, golden cliffs, and a beach all to ourselves—does it get any more dreamy? ✨ This engagement session was everything I could have hoped for: quiet waves, soft light, and K&A so full of love they made the whole world fade away.

One of my favorite parts of being a photographer is helping every couple find their perfect photo location. Whether it’s a hidden beach, a forest trail, or a sunlit field, I work with you to find the best locations—taking into account weather, crowds, and all the little details—so you can relax, be present, and just enjoy the moment together.

This session is proof of what’s possible when everything lines up, and I couldn’t be happier with how it turned out. If you’re planning your engagement session and want it to feel effortless, peaceful, and so you, let’s make it happen. 

#bluehour #beachengagementphotos #engagementphotographer #californiaweddingphotographer #beachphotoshoot #couplesinlove #engaged #engagedcouples #gettingmarried #weddingplanningtips #santacruzphotographer #santacruzweddingphotographer #sanfranciscoweddingphotographer #sfweddingphotographer #bigsurweddingphotographer #bigsurphotographer",4,612,612,bluehour,beachengagementphotos,engagementphotographer,californiaweddingphotographer,beachphotoshoot,couplesinlove,92.0,carousel_container,2025-01-03 17:00:00,Sidecar,engaged,engagedcouples,gettingmarried,weddingplanningtips,santacruzphotographer,Friday,17,1,Winter,65.6
1903,Bringing my couples vision to life will always be my favorite part of this job✨,18,612,612,none,none,none,none,none,none,3.0,carousel_container,2025-01-07 16:28:26,Sidecar,none,none,none,none,none,Tuesday,16,1,Winter,7.499999999999999
1904,"part 1 of Kamryn & Noah’s beach engagement session 

#charlestonphotographer #charlestonengagements #charlestonweddingphotographer #charlestonwedding #beachengagementphotos #documentaryphotography",26,612,612,charlestonphotographer,charlestonengagements,charlestonweddingphotographer,charlestonwedding,beachengagementphotos,documentaryphotography,2093.0,carousel_container,2024-12-23 22:00:02,Sidecar,none,none,none,none,none,Monday,22,12,Winter,1472.8999999999999
1905,Happy birthday to my Papi Seed Bagel! Can’t wait to be your wife.,21,1800,1440,none,none,none,none,none,none,589.0,feed,2019-07-31 17:09:35,Image,none,none,none,none,none,Wednesday,17,7,Summer,418.59999999999997
1906,"Mike and Ashley are getting married just a couple of weeks before me, and I’m so honored to capture their big day! When Ashley reached out, she mentioned they’d already done traditional engagement photos, so we decided to do something unique and meaningful—a pizza engagement session!  It was the perfect choice since they first met at a pizza shop, and I love how personal and fun this shoot turned out.

2025 is already shaping up to be an incredible year, and I can’t wait to capture more love stories like theirs. My books are open for engagements and weddings and more!! —let’s make some unforgettable memories together! 
•
•
•
#BocaRatonPhotographer #SouthFloridaPhotographer #EngagementPhotography #FamilyPhotography #WeddingPhotography #BocaRatonEngagements #SouthFloridaWeddings #PalmBeachPhotographer #DelrayBeachPhotographer #FortLauderdalePhotographer #EngagementSessionIdeas #FamilyPhotoShoot #SouthFloridaCouples #WeddingPhotographerFL #BocaRatonWeddings #SouthFloridaLoveStories #FloridaWeddingPhotographer #WestPalmBeachPhotographer #CandidFamilyPhotos #SouthFloridaEngagementPhotographer #FloridaWeddingInspo #EngagementPhotoShoot #BeachEngagementPhotos  #BocaRatonFamilyPhotos #SouthFloridaWeddingPhotographer",37,612,612,BocaRatonPhotographer,SouthFloridaPhotographer,EngagementPhotography,FamilyPhotography,WeddingPhotography,BocaRatonEngagements,68.0,carousel_container,2025-01-01 21:40:36,Sidecar,SouthFloridaWeddings,PalmBeachPhotographer,DelrayBeachPhotographer,FortLauderdalePhotographer,EngagementSessionIdeas,Wednesday,21,1,Winter,58.699999999999996
1907,"WE’RE ENGAGED (Read below for the engagement story) 
So as most of you know I’ve wanted to create cute couple photos of Kory and I to use for a post to share our backstory on how we met. So this past weekend we planned to do just that...but Kory had something else planned. So we headed to the beach for a relaxing three day weekend. One of the days we planned to go to Cape Lookout (I’ve been wanting to go there forever). Before we got there Kory said he had a great idea for one of the couple photos....he said why don’t you spin around towards me and act surprised at the Conch shell he had found (Cape Lookout is known for its Conch Shells). I personally didn’t think this idea would work but I figured let’s give it a try. So as you can hear in the video...if you watch it with sound you will hear me say I don’t think this is gonna work and then as Kory is trying to get ready to propose I’m over there trying to practice my spin lmao. Finally when I spun around there he was on his knee with a gorgeous ring in his hand. In that moment I was completely shocked and filled with so many emotions. I’ve always dreamed of him doing this and it was actually happening!! I’m so insanely excited to be your wife Kory and officially become a Purks!! I love you so much and can’t wait to spend the rest of my life with you!! #koryandemily",523,612,612,koryandemily,none,none,none,none,none,1767.0,carousel_container,2020-05-26 15:03:02,Sidecar,none,none,none,none,none,Tuesday,15,5,Spring,1393.8
1908,"first 2025 post needed to be a banger to set the year off right 

had so much fun running around through the streets and then the beach of Charleston with some of my favorite people. Audree and I met back in 2023 and immediately became friends. We’ve both been crossing all of our limbs for her right person to come along and daammmnn has she found it!!! Josh + Audree so beautifully compliment one another and I couldn’t be happier that I get the honor of capturing it. It’s so fulfilling watching your bestie be loved and treated so well. This won’t be the last time their beautiful faces and love bless the feed. 

Charleston, SC 

#charlestonweddingphotographer #southcarolinaweddingphotographer #northcarolinaweddingphotographer #nashvilleweddingphotographer #knoxvilleweddingphotographer #wilmingtonweddingphotographer #charlotteweddingphotographer #malibuweddingphotographer #floridaweddingphotographer #charlestonengagementphotographer #charlestonsc #charlestonphotographer #beachengagementphotos #nashvilleengagementphotographer #knoxvilleengagementphotographer #authenticlove #777luckyfish #dirtybootsandmessyhair",35,612,612,charlestonweddingphotographer,southcarolinaweddingphotographer,northcarolinaweddingphotographer,nashvilleweddingphotographer,knoxvilleweddingphotographer,wilmingtonweddingphotographer,3.0,carousel_container,2025-01-08 15:55:20,Sidecar,charlotteweddingphotographer,malibuweddingphotographer,floridaweddingphotographer,charlestonengagementphotographer,charlestonsc,Wednesday,15,1,Winter,12.6
1909,"""And in her smile, I see something more beautiful than the stars.""
.
.
.
Click - @nileshvaghasiya_photography
.
.
.
#PreWeddingPhotoshoot #BeachSunsetShoot #SunsetLove #BeachEngagementPhotos #SunsetCoupleShoot #WeddingPhotographyIdeas #RomanticSunset #BeachCouple #EngagedAtSunset #SunsetBeachPhotography #LoveAtSunset #SunsetPhotoshoot #BeachVibes #WeddingPhotoInspo #CoupleGoals #PreWeddingMoments #SunsetLovers #OceanLove #DreamySunsetPhotos #RomanticBeach",2,612,612,PreWeddingPhotoshoot,BeachSunsetShoot,SunsetLove,BeachEngagementPhotos,SunsetCoupleShoot,WeddingPhotographyIdeas,822.0,carousel_container,2024-11-08 08:40:11,Sidecar,RomanticSunset,BeachCouple,EngagedAtSunset,SunsetBeachPhotography,LoveAtSunset,Friday,8,11,Fall,576.0
1910,These photos are interesting. #engagementring #engagementphotos #engagementphotos #destinationwedding #beachwedding #beachengagementphotos,10,612,612,engagementring,engagementphotos,destinationwedding,beachwedding,beachengagementphotos,none,1339.0,carousel_container,2019-02-27 00:51:32,Sidecar,none,none,none,none,none,Wednesday,0,2,Winter,940.3
1911,"Grace & Lou part II 
•
•
#capemayengagement #beachengagementphotos #njengagement #paweddingphotographer #congresshall #njweddingphotographer",8,612,612,capemayengagement,beachengagementphotos,njengagement,paweddingphotographer,congresshall,njweddingphotographer,3.0,carousel_container,2025-01-06 16:20:51,Sidecar,none,none,none,none,none,Monday,16,1,Winter,4.5
1912,"“And in her smile, I see something more beautiful than the stars.”
Click - @nileshsoni_photography 
#PreWeddingPhotoshoot #BeachSunsetShoot
#SunsetLove #daman #BeachEngagementPhotos
#SunsetCoupleShoot #WeddingPhotographyldeas #RomanticSunset #BeachCouple #EngagedAtSunset #SunsetBeachPhotography #LoveAtSunset
#SunsetPhotoshoot #BeachVibes #WeddingPhotolnspo #CoupleGoals
#PreWeddingMoments #SunsetLovers #OceanLove #DreamySunsetPhotos #RomanticBeach",0,612,612,PreWeddingPhotoshoot,BeachSunsetShoot,SunsetLove,daman,BeachEngagementPhotos,SunsetCoupleShoot,20.0,carousel_container,2025-01-08 14:55:07,Sidecar,WeddingPhotographyldeas,RomanticSunset,BeachCouple,EngagedAtSunset,SunsetBeachPhotography,Wednesday,14,1,Winter,14.0
1913,"Danny&Gina met us at one of our favorite beaches off Highway 1 just outside of Santa Cruz for their engagement photos.
.
In College, Stephen and I worked at a summer camp in the Santa Cruz mountains and on our days off, we would often venture to Panther Beach, the same place we took these photos for Danny&Gina. Being back in this area of Northern California brought back a lot of memories and we were excited to create a new memory with these two.
.
Some of our favorites are on the #trecreative blog today!
.
.
.
.
.
.
#santacruzwedding #pantherbeachcalifornia #pantherbeachsunset #pantherbeachengagementsession #pantherbeachphotos #chicoweddingphotographer #destinationengagementphotographer #beachengagementphotos #creativeentrepreneur #engagementphotos #engagementrings",26,1080,1080,trecreative,santacruzwedding,pantherbeachcalifornia,pantherbeachsunset,pantherbeachengagementsession,pantherbeachphotos,2569.0,feed,2018-05-15 23:05:43,Image,chicoweddingphotographer,destinationengagementphotographer,beachengagementphotos,creativeentrepreneur,engagementphotos,Tuesday,23,5,Spring,1806.1
1914,"On 1/6/21 the man of my dreams surprised me with brunch on the beach, little did I know he was going to get down on one knee and ask me to marry him! 
•
After our brunch and photo shoot, Korey arranged a private sunset yacht ride with a steak and shrimp dinner for our family to celebrate! 
•
I cannot wait to spend the rest of my life with you Korey James. I love you forever and can’t wait to be your wife 
#shefoundherJaMANski 
#KarissasandKoreysLoveStory
•
•
#proposal #beachproposal #cancunpicnic #engaged #engagement #jamesallenrings #jamesallen #beachengagementphotos #beachengagement #cancunproposal",65,612,612,shefoundherJaMANski,KarissasandKoreysLoveStory,proposal,beachproposal,cancunpicnic,engaged,605.0,carousel_container,2021-01-12 15:12:53,Sidecar,engagement,jamesallenrings,jamesallen,beachengagementphotos,beachengagement,Tuesday,15,1,Winter,443.0
